Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cabo Verde,CPV,52576490.7976862,145630289.312716,531989156.822308,543735621.940263,662759015.551819,704245132.589581,749300524.240874,750676236.985831,717082167.756528,735539143.353259,812736072.812859,968366815.967757,1008054463.56777,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cameroon,CMR,2250713452.20634,2612567706.81833,5568685495.53428,5802300066.9167,7617662949.02521,7601120581.60873,8273049826.32098,8725705928.80348,6884615104.87698,6280435081.94995,6506092153.93536,7473267002.31255,6417658995.99086,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Central African Republic,CAF,245892968.903802,186303954.218701,202648827.38021,249093411.140751,320054001.221436,289922972.255949,253274147.215345,315975075.203951,289437776.688114,270501999.9811,357682947.600536,419401328.480781,414205622.696962,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Chad,TCD,234367649.887532,233937659.160846,3251521899.72475,3930727091.03561,4732260047.66911,4757484164.62592,4347930831.08389,4762356368.19952,3285310490.30322,2655214530.54105,3387430128.68016,4067531256.38563,4157368098.56787,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Comoros,COM,37963362.5637023,30950452.4961024,83966816.5038732,87519203.2675129,101862710.840561,90876019.4433628,101000284.268301,111239529.269439,97918670.0850322,108098877.229645,128229503.784909,156131476.712545,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Congo, Dem. Rep.",COD,..,2185507246.37681,5000335250.26001,8865916412.10778,10210736241.2238,9027202464.46064,11910414647.3896,13226085525.3466,10512898980.653,8896176892.90775,13401989661.626,16080742572.5421,15173271455.9601,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Congo, Rep.",COG,1449116806.34251,2585496314.97565,6755575077.04057,10231039444.068,12607608807.7503,11458050757.5756,10783313045.8093,10361434656.2572,5927629646.03035,6009821709.41348,8202424944.0332,11408904525.8184,8380302597.49348,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Cote d'Ivoire,CIV,3421191368.47657,4370512052.15679,12346184122.6651,12611974309.3241,13678275118.4831,13107575011.8058,12988036434.9354,13888904528.6014,12532872742.5388,11796835871.9526,12855832026.0491,13043560450.9165,13822834437.1415,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Equatorial Guinea,GNQ,..,..,11171995036.7048,13991010001.5299,16038364888.5111,16098338224.4035,14849115083.3084,14357209503.5354,7470701273.33407,5779218083.66306,7181837392.04249,7809387582.7825,6079488181.65216,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Eritrea,ERI,..,68310441.5584416,84082757.7235772,101385281.300813,374897684.552846,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Eswatini,SWZ,657911722.645229,1238728118.96596,1775447608.48272,2062831284.48888,1678871396.89579,1793016565.16443,1863608072.41769,1939667087.45289,1749808133.93004,1681256770.90415,1915236534.2213,1907865145.11853,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Ethiopia,ETH,..,..,..,..,5331910669.97519,5962716169.22631,5948437727.40764,6474164234.1889,6047701984.51402,5804111646.50643,6238595144.93368,7055599390.22989,7608024684.63449,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Gabon,GAB,2740347018.81817,3498457743.60748,6294591627.28779,8287738444.03624,11243840799.1026,10465457223.2289,10092463252.248,8104569005.66331,6620833366.11911,6175468938.5318,7498597594.24114,8521609542.23314,8558569684.64494,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,"Gambia, The",GMB,189941616.956467,201981794.863774,228340664.45482,226367271.169499,237666106.613716,280761041.365959,263866331.457049,243620156.710517,220397779.833488,241652873.694424,336932030.540872,355036677.342701,376419317.91735,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Ghana,GHA,993968473.144556,2431828408.88236,7609396365.70131,9490699300.6993,14529869985.532,16656634664.9131,16118921318.2598,15465492197.7491,15520745571.5286,17537473272.2901,20801563774.2788,23118048350.1625,24098556292.4062,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Guinea,GIN,828657264.768252,734578521.298093,1512364199.58313,2079424662.12871,2212106788.6689,2531048966.42904,2217341673.42936,2342843821.09411,1890478301.14386,2513773150.27708,4585676730.90918,5454778297.73067,5745257343.68606,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Guinea-Bissau,GNB,24240037.9325829,80534492.5104951,155846071.772942,126560086.577814,281998007.485598,153100589.567136,190931908.347502,212887452.848316,288598265.786005,312319795.915132,374071499.718431,369432111.04629,314959863.364646,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Kenya,KEN,2202462461.61179,2742778003.4263,7416382252.55973,8262811548.69423,9072837988.17261,11205421267.8162,10978241559.4459,11243137683.088,10608329725.9583,9912812646.54537,10448620986.7625,11564073025.5001,11490738307.6772,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Lesotho,LSO,..,..,779280149.167424,941418363.975109,1230967664.62864,1035578769.06509,905412758.4735,931254344.397016,1012114659.30155,967978076.392288,1095170302.62575,1280884668.1156,1073373559.00303,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Liberia,LBR,..,274229800,269879600,382397400,522939000,895554700,1060553000,893908100,618531000,702000000,797846200,849000000,882016400,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Madagascar,MDG,505973443.303191,885096695.506053,1959519017.01753,2183656264.169,2624531677.69278,2521980869.00362,2891230415.1199,3541731739.87023,3214678774.66036,3447066177.99648,4071827552.94261,3973437198.65221,3727249499.77502,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Malawi,MWI,447286489.061527,446401353.289511,1239999506.2582,1585900946.72818,1663004622.54537,1579668895.972,1968020399.15227,2038207955.92708,1858207010.407,1791105911.51872,1838219294.85226,2136259144.58255,2377292851.56499,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mali,MLI,419815561.908848,664046686.666396,2212791857.79003,2441103302.92811,2953283819.62865,3465870808.52397,3302796112.5734,3240063998.70382,3150880397.82818,3288089974.85699,3413334825.88778,4186155369.52021,4030128566.33271,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mauritania,MRT,545201152.396246,454082460.772976,1759936231.98371,2574614054.67317,3394684253.58746,3247124765.69348,3290004094.02625,2464897183.91279,2085732182.01754,2043105144.86152,2642322913.64012,2768154029.85075,3177550925.57262,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mauritius,MUS,1723618259.49474,2849014842.13093,4352373919.73667,5125648055.50863,6040723193.7574,6276838602.32945,5872859218.14641,6253984115.78755,5596191312.9302,5412907019.60222,5628831775.97197,5782657126.6915,5555160894.75242,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Mozambique,MOZ,..,634795110.066197,3224944891.21784,3155360564.30929,4328595642.57111,4722762672.25884,4539601423.06197,5542306764.64866,4957269487.90096,4004304269.84182,5099797262.84633,7029128135.75955,5679107398.59358,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Namibia,NAM,1215312990.37607,1597772846.47973,4646398527.20771,5381379916.23808,5619521917.80822,5661745893.23635,4511001261.52552,4850431987.75235,4007997810.88194,3751511673.28402,4335454175.12213,4889876725.68177,4428455787.49204,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Niger,NER,529264157.540747,320662359.12628,1096776844.22441,1271701625.04422,1341103064.77131,1518741429.05748,1736106080.10169,1732628475.3594,1319664389.59697,1230046603.42368,1429179508.1606,1450912402.29598,1517172383.73562,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Nigeria,NGA,11333885339.3965,25017710170.2798,54378278592.5211,93240368002.2356,129735238566.348,144917468548.452,92950933817.8082,104803495811.485,52753773408.1687,37301037342.7958,49491550098.5807,61702476445.5444,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Rwanda,RWA,143182955.195743,109644384.523123,631152212.821362,695039484.2736,895592501.497152,937907530.110528,1073961239.39898,1167119373.32747,1365280118.512,1359184453.76096,1762820485.83906,1839016033.62534,1925797791.20413,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Senegal,SEN,1838986070.94326,1654350828.25088,3116968874.36167,3218800216.57485,3792732561.96411,3967114126.29714,4209550908.7272,4311504862.81418,4030818402.27451,4105254827.15654,4604564108.18992,5347710355.54279,5374064530.10782,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Seychelles,SYC,56494406.8654088,464069445.902902,915141837.926803,909788635.873979,1020732566.02859,1053115826.67621,1206117252.87576,1182012881.56336,1117028068.40971,1151761314.15358,1351236868.13549,1333887195.61725,1170390129.45963,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sierra Leone,SLE,225361107.664701,115314755.508819,331270804.719921,432978661.228543,478655062.615394,1251015326.47876,1408534692.48268,1542664519.09205,816852288.770686,915541736.271861,974210447.75792,713559228.928897,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Somalia,SOM,89748800.1772087,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Africa,ZAF,27148933017.9063,37034201374.3376,82601460991.0665,107407119051.522,126845106113.399,117805454390.431,113611981865.661,110424915818.303,95771761550.3463,90628807244.6427,103564737960.925,110144477440.513,104915839733.119,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,South Sudan,SSD,..,..,7377203307.64568,8970707666.27619,9850171395.11542,5110494406.77966,1794877728.81356,5360319322.0339,4397355862.60474,..,..,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Sudan,SDN,499000000,1959294026.13566,7977568937.35196,10577209838.5857,8291793796.08441,4864665076.95643,5103688110.47491,5292192581.16078,6078941666.77287,5088615985.76562,4398064359.49501,2672753490.3214,2387185846.10042,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Tanzania,TZA,537502326.256217,1445821022.26551,5291151823.37329,6277203237.56046,7497823405.03292,8870644645.28173,8684876050.83966,9028242341.06284,8104067362.46172,8138039818.95984,8072890863.8219,..,..,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Togo,TGO,545098033.23823,419928303.793258,1196576436.03806,1297652377.96798,1689772659.27156,1750943039.97424,2008533718.18888,1817014148.44905,1498688202.5508,1578380292.05259,1596123837.02797,1677425998.72355,1618311484.16739,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Uganda,UGA,311669506.548833,659668069.160693,4677180750.95161,3687465011.92554,3583197948.46501,4230158408.06218,4774874221.32967,4874969999.04847,4170603023.99086,3629243939.23595,5124374696.99289,4968292701.2959,6659468463.16455,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Zambia,ZMB,..,861422399.382795,4483693050.07828,7503512538.82554,9494352665.25397,10222369008.995,11353601808.7807,10540534390.8464,7889717807.33052,7402199038.06993,9052010305.16309,9987392203.17266,8077586520.70694,..
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Zimbabwe,ZWE,2008581800,2552871400,1882654700,3569254400,4907581300,4306653100,4197687400,4080440700,3824969000,4098132100,4332805600,4619344600,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Angola,AGO,..,5939008186.97054,52829598987.6446,51572818660.8665,48930175170.3406,51474477980.8502,50870218693.552,51228666700.4102,43703522520.3665,35664030276.7223,44417294584.0136,41035374131.0948,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Benin,BEN,661898367.859543,1290689007.00421,2099280183.93123,2199999216.44206,1986364091.07944,2464992367.29581,3025339818.5006,3779940964.46541,3020327542.89512,3427506360.06258,3667431805.26696,3850803395.5303,4182533082.50095,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Botswana,BWA,3730154601.92122,5834243243.67336,4808939946.16232,5579516015.07301,7116446560.87267,8386067415.79033,11556207535.0326,11988225713.6028,9795812493.11306,11077107052.9191,9281764567.87895,9950451898.82542,8296738235.81344,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Burkina Faso,BFA,417110904.605745,603234818.487774,1448643620.3054,2074074146.56959,2561704070.87561,2566766517.82396,3066062523.99763,3267269968.97069,3317891596.56268,3404352623.87936,3657860414.30856,4181546660.06951,4085905344.87963,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Burundi,BDI,..,51729276.468121,135087050.121856,197117152.22357,194041044.100773,269458290.114628,215065793.842876,184920371.399886,162907895.91909,200745969.998559,314536279.4253,282622286.40323,279146032.273878,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Cabo Verde,CPV,..,..,508758704.775227,543735621.940263,603111370.363315,684364453.385175,688405790.923059,679974568.656635,780293748.47997,815000901.268839,876338563.392481,984307420.653064,1068510174.48235,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Cameroon,CMR,3844201360.18126,5330281237.71848,5568145232.528,5802300066.9167,6254691336.51913,6457861421.75765,6725876997.46995,7080170344.57589,7531059852.85347,7483385202.64974,7364267114.21288,7536318388.81593,7655125132.98262,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Central African Republic,CAF,..,..,174734508.84752,249093411.140751,362201695.034918,386650967.404713,290681160.374753,330551563.934054,363572573.29901,333653113.542486,410177437.152022,470369486.910499,460249102.054567,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Chad,TCD,..,..,3231471913.76337,3930727091.03561,4222611298.12734,4334556009.50657,3740721817.52493,3950202304.68368,5103662221.01919,4904562490.41644,4968321756.09375,5196864645.60047,5508676337.54405,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Comoros,COM,46581723.8523773,56814067.1610397,76302705.6043577,87519203.2675129,91019971.2363859,89563651.7734718,99236526.2580576,106183083.037965,111066834.751862,120695569.999397,134929332.178855,160891685.101369,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,"Congo, Dem. Rep.",COD,4807661179.96792,3786405822.32212,6389761811.80733,8865916412.10778,11083967084.429,12349643744.3748,13649643546.5888,16568876722.603,17247853116.3328,17096830235.5359,18352462301.2574,20966693408.1375,21269967034.8433,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,"Congo, Rep.",COG,5510447168.70458,8116769496.00834,8657096762.8131,10231039444.068,11307015504.8809,11240995192.5785,10116890086.6643,10580247370.5533,10104138543.3742,9898032821.21509,11145184956.6882,13909191834.7853,13413014796.376,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Cote d'Ivoire,CIV,..,..,13181527080.3955,12611974309.3241,13012732766.175,12801916525.6101,12135114846.178,12677007509.5649,13555139787.8461,12632628348.8676,13896590318.9202,14669579822.9914,16620061808.4344,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Equatorial Guinea,GNQ,..,..,14013289047.3465,13991010001.5299,12493277828.9919,13071573877.0125,12080331758.0149,12140430805.7516,11358758046.1453,10339424680.6849,9950574753.05917,8923841993.88227,8785968162.11582,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Eritrea,ERI,..,78147444.2456528,86288203.1751542,101385281.300813,337683409.026386,..,..,..,..,..,..,..,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Eswatini,SWZ,825471390.969973,1563530491.82886,1981501562.56551,2062831284.48888,1598623256.26188,1779904329.60429,1798222953.22596,2007734532.80918,1986520253.07905,2059065191.35576,2152987544.17919,2387975628.41959,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Gabon,GAB,7565786489.89851,8329128641.55497,7218678452.6158,8287738444.03624,8699387565.74835,8382802146.93042,8354084388.78795,8387257117.31357,9113509465.94036,8852347724.73949,9154915634.17541,9543901294.73577,10812225408.3154,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,"Gambia, The",GMB,..,..,234869658.197749,226367271.169499,265260421.749141,325128469.253848,333349785.636536,331030952.81065,291259456.463626,304118438.498088,432110983.720885,445075367.247433,638978913.505595,..
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Ghana,GHA,..,..,7612094721.67351,9490699300.6993,14600689471.5113,16817951446.2426,16211677570.8136,15266194134.6748,15222958873.7385,17475993506.4814,20359180333.9246,22446252429.7219,23947785973.8748,..
